question,doc_id,unit_id,publish_date,effective_date,answer,id,domain,created_at,doc_type,source,region,role,status
分支机构营运资金最少要拨付多少？,地方金融组织_新疆维吾尔自治区地方金融管理局,第六条_3,2023-08-15,2023-09-01,（六）法律、法规、规章规定的其他条件。 注册资本达到1亿元的小额贷款公司可申请设立1-2家分支 机构；小额贷款公司应当对每个分支机构拨付不少于1000万元 的营运资金。拨付各分支机构营运资金总额不得超过总公司资本 净额的50%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_17_2,policy,2025-12-31T15:18:49.708578,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
总公司给分支机构拨付资金上限是多少？,地方金融组织_新疆维吾尔自治区地方金融管理局,第六条_4,2023-08-15,2023-09-01,（六）法律、法规、规章规定的其他条件。 注册资本达到1亿元的小额贷款公司可申请设立1-2家分支 机构；小额贷款公司应当对每个分支机构拨付不少于1000万元 的营运资金。拨付各分支机构营运资金总额不得超过总公司资本 净额的50%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_17_3,policy,2025-12-31T15:18:49.708578,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司能不能做股权投资？,地方金融组织_新疆维吾尔自治区地方金融管理局,第六条,,,第六条小额贷款公司不得对外开展股权投资。购买固定收 益类证券比例不得超过上一会计年度公司净资产的20%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_18_0,policy,2025-12-31T15:18:54.546144,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司买固定收益类证券比例上限是多少？,地方金融组织_新疆维吾尔自治区地方金融管理局,第六条,,,第六条小额贷款公司不得对外开展股权投资。购买固定收 益类证券比例不得超过上一会计年度公司净资产的20%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_18_1,policy,2025-12-31T15:18:54.546144,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司证券投资不得超过净资产的百分之多少？,地方金融组织_新疆维吾尔自治区地方金融管理局,第六条,,,第六条小额贷款公司不得对外开展股权投资。购买固定收 益类证券比例不得超过上一会计年度公司净资产的20%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_18_2,policy,2025-12-31T15:18:54.546144,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小额贷款公司设立申请找哪个部门提交？,地方金融组织_新疆维吾尔自治区地方金融管理局,第七条,,,第七条小额贷款公司的设立，应当由发起人向所辖地州市 或兵团师市地方金融管理机构提交设立申请，由所辖地州市或兵 团师市地方金融管理机构审核后，依辖报自治区地方金融管理局 -5-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_19_0,policy,2025-12-31T15:19:00.512763,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
地州市金融局要上报哪家单位审批小贷公司设立？,地方金融组织_新疆维吾尔自治区地方金融管理局,第七条,,,第七条小额贷款公司的设立，应当由发起人向所辖地州市 或兵团师市地方金融管理机构提交设立申请，由所辖地州市或兵 团师市地方金融管理机构审核后，依辖报自治区地方金融管理局 -5-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_19_1,policy,2025-12-31T15:19:00.512763,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
兵团师市的小额贷款公司设立由谁初审？,地方金融组织_新疆维吾尔自治区地方金融管理局,第七条,,,第七条小额贷款公司的设立，应当由发起人向所辖地州市 或兵团师市地方金融管理机构提交设立申请，由所辖地州市或兵 团师市地方金融管理机构审核后，依辖报自治区地方金融管理局 -5-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_19_2,policy,2025-12-31T15:19:00.512763,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆设立小贷公司最终审批单位是哪个？,地方金融组织_新疆维吾尔自治区地方金融管理局,第七条,,,第七条小额贷款公司的设立，应当由发起人向所辖地州市 或兵团师市地方金融管理机构提交设立申请，由所辖地州市或兵 团师市地方金融管理机构审核后，依辖报自治区地方金融管理局 -5-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_19_3,policy,2025-12-31T15:19:00.512763,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
设立小额贷款公司需要提交哪些股东材料？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_1,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_0,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
自然人入股小额贷款公司要提供什么证明？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_2,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_1,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
企业法人股东申请小贷公司需提交哪些文件？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_3,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_2,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
设立小贷公司对出资资金来源有什么要求？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_4,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_3,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司设立申请要提交可行性研究报告吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_5,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_4,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
申请设立小贷公司需要提供公司章程草案吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_6,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_5,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司股东之间要签出资协议书吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_7,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_6,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
设立小贷公司是否需要提交高管约谈记录？,地方金融组织_新疆维吾尔自治区地方金融管理局,第2条_1,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_7,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
地州市金融局设立小贷公司初审要提交啥？,地方金融组织_新疆维吾尔自治区地方金融管理局,第2条_2,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_8,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
律师在小贷公司设立中要出具什么报告？,地方金融组织_新疆维吾尔自治区地方金融管理局,第3条_8,2023-08-15,2023-09-01,或兵团地方金融管理局审批。 设立小额贷款公司，地州市或兵团师市地方金融管理机构应 当提交下列材料： （一）对拟设立的小额贷款公司股东及拟任高管人员的约谈 记录； （二）同意设立小额贷款公司的报告和初审意见； （三）小额贷款公司出资人出资真实、合法的调查报告。 申请人应当提交下列材料： （一）设立申请书； （二）可行性研究报告； （三）公司章程草案； （四）股东基本情况。股东情况介绍、股东名册、出资额、 出资比例。企业法人股东提供资料包括：股东会决议、营业执照、 征信报告、最近2年审计报告、纳税证明、法定代表人身份证复 印件。自然人股东提供资料包括：个人简历、身份证复印件、入 股资金来源证明、个人信用报告； （五）出资人承诺书。出资人应承诺自觉遵守国家、自治区 有关小额贷款公司的相关规定，遵守公司章程，参与管理并承担 风险，保证入股资金来源合法，不从事非法金融活动，不以借贷 资金和他人委托资金入股，并对小额贷款公司经营管理风险认识 清楚，具备防控和处置风险的有效手段和兜底措施； （六）出资人协议书。股东之间关于出资设立小额贷款公司 的协议； （七）律师对申报材料合法合规性及股东关联情况等方面出 -6-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_20_9,policy,2025-12-31T15:19:17.590777,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆担保公司注册需要提供哪些法律文件？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_8,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_0,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
设立融资担保公司要提交哪些管理制度材料？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_8,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_1,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆这边申请担保公司要报哪些高管备案材料？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_9,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_2,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
注册担保公司需要提供营业场所的什么证明？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_10,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_3,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆设立担保公司需要先办企业名称核准吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_11,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_4,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
担保公司注册时营业场所要提供消防合格证吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_12,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_5,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新开担保公司开户银行要出监管承诺函吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_13,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_6,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
注册融资担保公司需要验资报告吗？谁出具？,地方金融组织_新疆维吾尔自治区地方金融管理局,第9条_14,2023-06-15,2023-07-01,具的法律意见书； （八）职能部门设置、公司治理结构及主要管理制度； （九）拟任职高级管理人员的备案材料； （十）公司住所所有权或使用权证明材料； （十一）企业名称预先核准通知书； （十二）公安消防部门对营业场所出具的消防设施合格证 明； （十三）拟开户银行协助监管承诺函； （十四）法定验资机构出具的验资报告； (十五)其他需要提供的材料。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_21_7,policy,2025-12-31T15:19:31.367015,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司变更事项由谁审批？,地方金融组织_新疆维吾尔自治区地方金融管理局,第八条,2023-06-15,2023-07-01,第八条小额贷款公司有下列变更事项的，经所辖地州市或 兵团师市地方金融管理机构同意，依辖报自治区地方金融管理局 或兵团地方金融管理局审批。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_22_0,policy,2025-12-31T15:19:40.705995,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
地州市金融局能批小贷公司哪些变更？,地方金融组织_新疆维吾尔自治区地方金融管理局,第八条,2023-06-15,2023-07-01,第八条小额贷款公司有下列变更事项的，经所辖地州市或 兵团师市地方金融管理机构同意，依辖报自治区地方金融管理局 或兵团地方金融管理局审批。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_22_1,policy,2025-12-31T15:19:40.705995,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司变更要报自治区金融局吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第八条,2023-06-15,2023-07-01,第八条小额贷款公司有下列变更事项的，经所辖地州市或 兵团师市地方金融管理机构同意，依辖报自治区地方金融管理局 或兵团地方金融管理局审批。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_22_2,policy,2025-12-31T15:19:40.705995,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
兵团师市小贷公司变更怎么走流程？,地方金融组织_新疆维吾尔自治区地方金融管理局,第八条,2023-06-15,2023-07-01,第八条小额贷款公司有下列变更事项的，经所辖地州市或 兵团师市地方金融管理机构同意，依辖报自治区地方金融管理局 或兵团地方金融管理局审批。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_22_3,policy,2025-12-31T15:19:40.705995,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小贷公司哪些变更需上级审批？,地方金融组织_新疆维吾尔自治区地方金融管理局,第八条,2023-06-15,2023-07-01,第八条小额贷款公司有下列变更事项的，经所辖地州市或 兵团师市地方金融管理机构同意，依辖报自治区地方金融管理局 或兵团地方金融管理局审批。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_22_4,policy,2025-12-31T15:19:40.705995,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
担保公司变更名称需要报批吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第一条,2023-06-15,2023-07-01,（一）变更公司名称； （二）调整业务范围； （三）变更组织形式； (四)增资扩股； （五）减少注册资本； （六）分立或合并； （七）股权或股份转让比例达到或超过10%的； （八）变更公司住所（在同一地州市、师市内迁址）。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_23_0,policy,2025-12-31T15:19:54.819255,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
调整担保公司业务范围要走什么程序？,地方金融组织_新疆维吾尔自治区地方金融管理局,第二条,2023-06-15,2023-07-01,（一）变更公司名称； （二）调整业务范围； （三）变更组织形式； (四)增资扩股； （五）减少注册资本； （六）分立或合并； （七）股权或股份转让比例达到或超过10%的； （八）变更公司住所（在同一地州市、师市内迁址）。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_23_1,policy,2025-12-31T15:19:54.819255,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
担保公司改制需要审批吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条,2023-06-15,2023-07-01,（一）变更公司名称； （二）调整业务范围； （三）变更组织形式； (四)增资扩股； （五）减少注册资本； （六）分立或合并； （七）股权或股份转让比例达到或超过10%的； （八）变更公司住所（在同一地州市、师市内迁址）。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_23_2,policy,2025-12-31T15:19:54.819255,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
融资担保公司增资扩股要报备吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条,2023-06-15,2023-07-01,（一）变更公司名称； （二）调整业务范围； （三）变更组织形式； (四)增资扩股； （五）减少注册资本； （六）分立或合并； （七）股权或股份转让比例达到或超过10%的； （八）变更公司住所（在同一地州市、师市内迁址）。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_23_3,policy,2025-12-31T15:19:54.819255,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
